rel_frame_id,query,top1,top5,top10,top15,ground_truth
video8811,the boy in karate dresswho is remembering the memorable hours with his father,"[[7359, 1.3990674018859863]]","[[7359, 1.3990674018859863], [9685, 1.4447609186172485], [8815, 1.4533617496490479], [7110, 1.4684126377105713], [8681, 1.4694828987121582]]","[[7359, 1.3990674018859863], [9685, 1.4447609186172485], [8815, 1.4533617496490479], [7110, 1.4684126377105713], [8681, 1.4694828987121582], [7211, 1.4750261306762695], [8325, 1.4768810272216797], [8241, 1.47737455368042], [8801, 1.4828966856002808], [7979, 1.4849960803985596]]","[[7359, 1.3990674018859863], [9685, 1.4447609186172485], [8815, 1.4533617496490479], [7110, 1.4684126377105713], [8681, 1.4694828987121582], [7211, 1.4750261306762695], [8325, 1.4768810272216797], [8241, 1.47737455368042], [8801, 1.4828966856002808], [7979, 1.4849960803985596], [8480, 1.4857639074325562], [7970, 1.4861669540405273], [8664, 1.488160490989685], [7466, 1.4899753332138062], [7163, 1.4917187690734863]]",8811
video9969,two girls are sitting in the bed with a cat and talking,"[[9969, 1.3643487691879272]]","[[9969, 1.3643487691879272], [7902, 1.4456868171691895], [8832, 1.4537434577941895], [8340, 1.4622793197631836], [7798, 1.4645607471466064]]","[[9969, 1.3643487691879272], [7902, 1.4456868171691895], [8832, 1.4537434577941895], [8340, 1.4622793197631836], [7798, 1.4645607471466064], [9200, 1.467555046081543], [9012, 1.4679834842681885], [8478, 1.4702314138412476], [7782, 1.4719107151031494], [8604, 1.4720638990402222]]","[[9969, 1.3643487691879272], [7902, 1.4456868171691895], [8832, 1.4537434577941895], [8340, 1.4622793197631836], [7798, 1.4645607471466064], [9200, 1.467555046081543], [9012, 1.4679834842681885], [8478, 1.4702314138412476], [7782, 1.4719107151031494], [8604, 1.4720638990402222], [7201, 1.4783275127410889], [7118, 1.4790667295455933], [8110, 1.480452060699463], [8935, 1.4813628196716309], [8672, 1.483001470565796]]",9969
video9131,two people wear and touch their masks made to resemble a camera cube with centered black lens one of which is covered in colorful flowers,"[[9131, 1.39640212059021]]","[[9131, 1.39640212059021], [8241, 1.4709808826446533], [8786, 1.4953131675720215], [8906, 1.4990241527557373], [7116, 1.4994004964828491]]","[[9131, 1.39640212059021], [8241, 1.4709808826446533], [8786, 1.4953131675720215], [8906, 1.4990241527557373], [7116, 1.4994004964828491], [8073, 1.5035686492919922], [8118, 1.5068955421447754], [8670, 1.5103366374969482], [8620, 1.5149023532867432], [9688, 1.5166783332824707]]","[[9131, 1.39640212059021], [8241, 1.4709808826446533], [8786, 1.4953131675720215], [8906, 1.4990241527557373], [7116, 1.4994004964828491], [8073, 1.5035686492919922], [8118, 1.5068955421447754], [8670, 1.5103366374969482], [8620, 1.5149023532867432], [9688, 1.5166783332824707], [8306, 1.5228288173675537], [8626, 1.5239416360855103], [8784, 1.5254099369049072], [8622, 1.5262826681137085], [8756, 1.5279046297073364]]",9131
video8426,cabins on a sandy beach have walkways going up to their porches,"[[8426, 1.3408877849578857]]","[[8426, 1.3408877849578857], [9359, 1.4784421920776367], [9332, 1.4839214086532593], [9244, 1.4926514625549316], [9253, 1.4957153797149658]]","[[8426, 1.3408877849578857], [9359, 1.4784421920776367], [9332, 1.4839214086532593], [9244, 1.4926514625549316], [9253, 1.4957153797149658], [9338, 1.499864101409912], [8895, 1.5012892484664917], [7174, 1.507659912109375], [7155, 1.5088838338851929], [9031, 1.510891079902649]]","[[8426, 1.3408877849578857], [9359, 1.4784421920776367], [9332, 1.4839214086532593], [9244, 1.4926514625549316], [9253, 1.4957153797149658], [9338, 1.499864101409912], [8895, 1.5012892484664917], [7174, 1.507659912109375], [7155, 1.5088838338851929], [9031, 1.510891079902649], [7589, 1.5124866962432861], [9307, 1.5126879215240479], [8250, 1.5143626928329468], [7117, 1.5145180225372314], [8862, 1.5161992311477661]]",8426
video8305,in a music video a man is laying with women while singing,"[[8014, 1.355250358581543]]","[[8014, 1.355250358581543], [9686, 1.3566352128982544], [8305, 1.3619625568389893], [7144, 1.3777110576629639], [8556, 1.3836381435394287]]","[[8014, 1.355250358581543], [9686, 1.3566352128982544], [8305, 1.3619625568389893], [7144, 1.3777110576629639], [8556, 1.3836381435394287], [9254, 1.3846741914749146], [9016, 1.3859424591064453], [9600, 1.3861359357833862], [9589, 1.3874268531799316], [9326, 1.3890507221221924]]","[[8014, 1.355250358581543], [9686, 1.3566352128982544], [8305, 1.3619625568389893], [7144, 1.3777110576629639], [8556, 1.3836381435394287], [9254, 1.3846741914749146], [9016, 1.3859424591064453], [9600, 1.3861359357833862], [9589, 1.3874268531799316], [9326, 1.3890507221221924], [8075, 1.3910285234451294], [8978, 1.3913319110870361], [7725, 1.3931009769439697], [7832, 1.395074486732483], [8314, 1.3963820934295654]]",8305
video7411,two boys introducing a young lady who plays the cups and sings,"[[8333, 1.4114387035369873]]","[[8333, 1.4114387035369873], [8014, 1.413895845413208], [8781, 1.4288100004196167], [7558, 1.4398366212844849], [7134, 1.4429444074630737]]","[[8333, 1.4114387035369873], [8014, 1.413895845413208], [8781, 1.4288100004196167], [7558, 1.4398366212844849], [7134, 1.4429444074630737], [9304, 1.4457459449768066], [9222, 1.4469995498657227], [9326, 1.447859764099121], [9576, 1.4482131004333496], [9777, 1.4483180046081543]]","[[8333, 1.4114387035369873], [8014, 1.413895845413208], [8781, 1.4288100004196167], [7558, 1.4398366212844849], [7134, 1.4429444074630737], [9304, 1.4457459449768066], [9222, 1.4469995498657227], [9326, 1.447859764099121], [9576, 1.4482131004333496], [9777, 1.4483180046081543], [8265, 1.4485636949539185], [9513, 1.453621506690979], [8241, 1.4571681022644043], [8810, 1.4575470685958862], [9228, 1.4594111442565918]]",7411
video8973,cartoon cars smiling talking and driving down a city road,"[[7701, 1.3221280574798584]]","[[7701, 1.3221280574798584], [7464, 1.354767084121704], [8973, 1.3711706399917603], [9826, 1.3722879886627197], [9622, 1.399247169494629]]","[[7701, 1.3221280574798584], [7464, 1.354767084121704], [8973, 1.3711706399917603], [9826, 1.3722879886627197], [9622, 1.399247169494629], [7354, 1.413560390472412], [7616, 1.4166748523712158], [9014, 1.4193071126937866], [9355, 1.420299768447876], [9773, 1.4267525672912598]]","[[7701, 1.3221280574798584], [7464, 1.354767084121704], [8973, 1.3711706399917603], [9826, 1.3722879886627197], [9622, 1.399247169494629], [7354, 1.413560390472412], [7616, 1.4166748523712158], [9014, 1.4193071126937866], [9355, 1.420299768447876], [9773, 1.4267525672912598], [8934, 1.429089069366455], [9806, 1.4341998100280762], [8468, 1.435450553894043], [7506, 1.4356837272644043], [9535, 1.4362152814865112]]",8973
video8323,a cat is layingon a couch and another islaying in a basket,"[[8323, 1.4502369165420532]]","[[8323, 1.4502369165420532], [9200, 1.4788353443145752], [7113, 1.4797179698944092], [7902, 1.4877851009368896], [8240, 1.5045350790023804]]","[[8323, 1.4502369165420532], [9200, 1.4788353443145752], [7113, 1.4797179698944092], [7902, 1.4877851009368896], [8240, 1.5045350790023804], [9034, 1.5075041055679321], [7342, 1.5094826221466064], [9232, 1.5108633041381836], [8478, 1.5120694637298584], [8672, 1.512607455253601]]","[[8323, 1.4502369165420532], [9200, 1.4788353443145752], [7113, 1.4797179698944092], [7902, 1.4877851009368896], [8240, 1.5045350790023804], [9034, 1.5075041055679321], [7342, 1.5094826221466064], [9232, 1.5108633041381836], [8478, 1.5120694637298584], [8672, 1.512607455253601], [8832, 1.51297128200531], [8459, 1.5150978565216064], [9012, 1.5196318626403809], [9969, 1.5228873491287231], [7798, 1.523129940032959]]",8323
video8664,customers wait in line at an ice cream shop while employees tend to them,"[[8664, 1.3392013311386108]]","[[8664, 1.3392013311386108], [8129, 1.389851450920105], [8831, 1.4199061393737793], [9337, 1.4222899675369263], [8302, 1.424559235572815]]","[[8664, 1.3392013311386108], [8129, 1.389851450920105], [8831, 1.4199061393737793], [9337, 1.4222899675369263], [8302, 1.424559235572815], [8899, 1.4252899885177612], [8325, 1.4283535480499268], [8247, 1.4397284984588623], [9131, 1.4469020366668701], [9038, 1.453479290008545]]","[[8664, 1.3392013311386108], [8129, 1.389851450920105], [8831, 1.4199061393737793], [9337, 1.4222899675369263], [8302, 1.424559235572815], [8899, 1.4252899885177612], [8325, 1.4283535480499268], [8247, 1.4397284984588623], [9131, 1.4469020366668701], [9038, 1.453479290008545], [8300, 1.4555022716522217], [9028, 1.4583396911621094], [7110, 1.4618630409240723], [7688, 1.468541145324707], [9693, 1.4686917066574097]]",8664
video7160,a cartoon character falls asleep on a couch,"[[7160, 1.4066129922866821]]","[[7160, 1.4066129922866821], [9814, 1.4581270217895508], [7741, 1.4675387144088745], [8486, 1.4782029390335083], [8110, 1.4782761335372925]]","[[7160, 1.4066129922866821], [9814, 1.4581270217895508], [7741, 1.4675387144088745], [8486, 1.4782029390335083], [8110, 1.4782761335372925], [7977, 1.4862234592437744], [8794, 1.4879679679870605], [9524, 1.4889718294143677], [8799, 1.4896807670593262], [7029, 1.4902541637420654]]","[[7160, 1.4066129922866821], [9814, 1.4581270217895508], [7741, 1.4675387144088745], [8486, 1.4782029390335083], [8110, 1.4782761335372925], [7977, 1.4862234592437744], [8794, 1.4879679679870605], [9524, 1.4889718294143677], [8799, 1.4896807670593262], [7029, 1.4902541637420654], [9777, 1.495213508605957], [8076, 1.4954086542129517], [7593, 1.495629072189331], [9474, 1.4971613883972168], [9350, 1.498176097869873]]",7160
video9603,a woman on her way out the door gets a call from a man standing in a store,"[[8831, 1.3276432752609253]]","[[8831, 1.3276432752609253], [8899, 1.371176838874817], [7116, 1.3723337650299072], [9603, 1.3853404521942139], [9307, 1.3875784873962402]]","[[8831, 1.3276432752609253], [8899, 1.371176838874817], [7116, 1.3723337650299072], [9603, 1.3853404521942139], [9307, 1.3875784873962402], [9337, 1.39291512966156], [8664, 1.3941047191619873], [8945, 1.3952844142913818], [8815, 1.4062708616256714], [7593, 1.406962275505066]]","[[8831, 1.3276432752609253], [8899, 1.371176838874817], [7116, 1.3723337650299072], [9603, 1.3853404521942139], [9307, 1.3875784873962402], [9337, 1.39291512966156], [8664, 1.3941047191619873], [8945, 1.3952844142913818], [8815, 1.4062708616256714], [7593, 1.406962275505066], [8807, 1.410254716873169], [8318, 1.4173192977905273], [9871, 1.4188482761383057], [9238, 1.4208168983459473], [7732, 1.423067569732666]]",9603
video8110,a cartoon woman cries at a bench while a woman in blue appears,"[[7365, 1.3842233419418335]]","[[7365, 1.3842233419418335], [8110, 1.408738374710083], [7747, 1.4271095991134644], [9777, 1.4278842210769653], [8895, 1.4384105205535889]]","[[7365, 1.3842233419418335], [8110, 1.408738374710083], [7747, 1.4271095991134644], [9777, 1.4278842210769653], [8895, 1.4384105205535889], [7741, 1.4467196464538574], [7724, 1.4520177841186523], [8911, 1.452040195465088], [7222, 1.4540165662765503], [8268, 1.4556200504302979]]","[[7365, 1.3842233419418335], [8110, 1.408738374710083], [7747, 1.4271095991134644], [9777, 1.4278842210769653], [8895, 1.4384105205535889], [7741, 1.4467196464538574], [7724, 1.4520177841186523], [8911, 1.452040195465088], [7222, 1.4540165662765503], [8268, 1.4556200504302979], [8794, 1.4595226049423218], [8486, 1.4605060815811157], [8330, 1.4656010866165161], [9032, 1.4703987836837769], [8254, 1.4710590839385986]]",8110
video7571,a woman in black puts on blush while looking in a mirror,"[[9322, 1.407374620437622]]","[[9322, 1.407374620437622], [8825, 1.4124177694320679], [9237, 1.4127440452575684], [7222, 1.4193661212921143], [7571, 1.4194552898406982]]","[[9322, 1.407374620437622], [8825, 1.4124177694320679], [9237, 1.4127440452575684], [7222, 1.4193661212921143], [7571, 1.4194552898406982], [9919, 1.422785758972168], [9026, 1.4258899688720703], [8978, 1.4261095523834229], [7149, 1.4273167848587036], [7782, 1.4294456243515015]]","[[9322, 1.407374620437622], [8825, 1.4124177694320679], [9237, 1.4127440452575684], [7222, 1.4193661212921143], [7571, 1.4194552898406982], [9919, 1.422785758972168], [9026, 1.4258899688720703], [8978, 1.4261095523834229], [7149, 1.4273167848587036], [7782, 1.4294456243515015], [9816, 1.4299485683441162], [8392, 1.433262586593628], [7116, 1.4347728490829468], [8320, 1.4379754066467285], [9688, 1.4384756088256836]]",7571
video8869,a girl shows a pack of toy building blocks,"[[8869, 1.269766092300415]]","[[8869, 1.269766092300415], [8622, 1.4215445518493652], [7134, 1.4324531555175781], [8018, 1.4340283870697021], [8676, 1.436923861503601]]","[[8869, 1.269766092300415], [8622, 1.4215445518493652], [7134, 1.4324531555175781], [8018, 1.4340283870697021], [8676, 1.436923861503601], [8679, 1.4439841508865356], [7909, 1.4459733963012695], [9338, 1.4466043710708618], [7561, 1.4489450454711914], [7796, 1.4549875259399414]]","[[8869, 1.269766092300415], [8622, 1.4215445518493652], [7134, 1.4324531555175781], [8018, 1.4340283870697021], [8676, 1.436923861503601], [8679, 1.4439841508865356], [7909, 1.4459733963012695], [9338, 1.4466043710708618], [7561, 1.4489450454711914], [7796, 1.4549875259399414], [9256, 1.4565134048461914], [9226, 1.4580461978912354], [8816, 1.4592633247375488], [8604, 1.4622591733932495], [8774, 1.4625310897827148]]",8869
video9119,a man talks about molecules and certain types of antibodies,"[[7491, 1.3687655925750732]]","[[7491, 1.3687655925750732], [8331, 1.3967030048370361], [7215, 1.396926760673523], [9249, 1.403033971786499], [8257, 1.403691291809082]]","[[7491, 1.3687655925750732], [8331, 1.3967030048370361], [7215, 1.396926760673523], [9249, 1.403033971786499], [8257, 1.403691291809082], [9474, 1.4133446216583252], [7946, 1.4208734035491943], [8480, 1.4262683391571045], [8721, 1.4305816888809204], [7546, 1.4308009147644043]]","[[7491, 1.3687655925750732], [8331, 1.3967030048370361], [7215, 1.396926760673523], [9249, 1.403033971786499], [8257, 1.403691291809082], [9474, 1.4133446216583252], [7946, 1.4208734035491943], [8480, 1.4262683391571045], [8721, 1.4305816888809204], [7546, 1.4308009147644043], [9350, 1.431684970855713], [7724, 1.4322798252105713], [8072, 1.4357609748840332], [7828, 1.4365458488464355], [8804, 1.4384207725524902]]",9119
video7158,fox news presidential debate recapping the gop debate with donald trump and ted cruz,"[[7158, 1.2899657487869263]]","[[7158, 1.2899657487869263], [8464, 1.344756841659546], [7731, 1.3777096271514893], [9223, 1.395728588104248], [7234, 1.4169496297836304]]","[[7158, 1.2899657487869263], [8464, 1.344756841659546], [7731, 1.3777096271514893], [9223, 1.395728588104248], [7234, 1.4169496297836304], [8789, 1.425482988357544], [7754, 1.4308781623840332], [7231, 1.4572131633758545], [7371, 1.47568678855896], [8824, 1.4758988618850708]]","[[7158, 1.2899657487869263], [8464, 1.344756841659546], [7731, 1.3777096271514893], [9223, 1.395728588104248], [7234, 1.4169496297836304], [8789, 1.425482988357544], [7754, 1.4308781623840332], [7231, 1.4572131633758545], [7371, 1.47568678855896], [8824, 1.4758988618850708], [8494, 1.4786430597305298], [8175, 1.4847832918167114], [9204, 1.4855144023895264], [8243, 1.4865365028381348], [9512, 1.489750862121582]]",7158
video9354,a red truck is burning while three men talk about a car,"[[9354, 1.3301377296447754]]","[[9354, 1.3301377296447754], [7060, 1.4160645008087158], [9622, 1.4236475229263306], [7965, 1.4240871667861938], [7354, 1.4271392822265625]]","[[9354, 1.3301377296447754], [7060, 1.4160645008087158], [9622, 1.4236475229263306], [7965, 1.4240871667861938], [7354, 1.4271392822265625], [9677, 1.4271843433380127], [9511, 1.4296648502349854], [8311, 1.4326953887939453], [7844, 1.4334063529968262], [9036, 1.433605670928955]]","[[9354, 1.3301377296447754], [7060, 1.4160645008087158], [9622, 1.4236475229263306], [7965, 1.4240871667861938], [7354, 1.4271392822265625], [9677, 1.4271843433380127], [9511, 1.4296648502349854], [8311, 1.4326953887939453], [7844, 1.4334063529968262], [9036, 1.433605670928955], [9535, 1.4396237134933472], [7765, 1.4432990550994873], [9806, 1.4463375806808472], [8934, 1.447351336479187], [8497, 1.4477016925811768]]",9354
video9589,a woman plays instruments in a field,"[[9589, 1.4411975145339966]]","[[9589, 1.4411975145339966], [8333, 1.4592211246490479], [8118, 1.4627718925476074], [8125, 1.489446997642517], [9228, 1.4900987148284912]]","[[9589, 1.4411975145339966], [8333, 1.4592211246490479], [8118, 1.4627718925476074], [8125, 1.489446997642517], [9228, 1.4900987148284912], [8014, 1.491906762123108], [9246, 1.495776891708374], [9451, 1.5040541887283325], [7156, 1.5099895000457764], [8241, 1.511655569076538]]","[[9589, 1.4411975145339966], [8333, 1.4592211246490479], [8118, 1.4627718925476074], [8125, 1.489446997642517], [9228, 1.4900987148284912], [8014, 1.491906762123108], [9246, 1.495776891708374], [9451, 1.5040541887283325], [7156, 1.5099895000457764], [8241, 1.511655569076538], [7914, 1.512857437133789], [8680, 1.5142521858215332], [9577, 1.5153441429138184], [8836, 1.522079348564148], [9872, 1.5221903324127197]]",9589
