rel_video_id,query,top1,top5,top10,top15,ground_truth
video7375,a man talks about the school system,"[[7345, 1.4733412265777588]]","[[7345, 1.4733412265777588], [8331, 1.4736968278884888], [8472, 1.4804836511611938], [7375, 1.4851526021957397], [8830, 1.5020233392715454]]","[[7345, 1.4733412265777588], [8331, 1.4736968278884888], [8472, 1.4804836511611938], [7375, 1.4851526021957397], [8830, 1.5020233392715454], [7134, 1.5045170783996582], [7843, 1.5061476230621338], [9406, 1.5088086128234863], [9775, 1.5132195949554443], [9404, 1.5148532390594482]]","[[7345, 1.4733412265777588], [8331, 1.4736968278884888], [8472, 1.4804836511611938], [7375, 1.4851526021957397], [8830, 1.5020233392715454], [7134, 1.5045170783996582], [7843, 1.5061476230621338], [9406, 1.5088086128234863], [9775, 1.5132195949554443], [9404, 1.5148532390594482], [9802, 1.5152192115783691], [9418, 1.5198943614959717], [9908, 1.5211706161499023], [8257, 1.526455283164978], [9474, 1.5298815965652466]]",7375
video8688,a person folds a paper airplane,"[[8688, 1.4319639205932617]]","[[8688, 1.4319639205932617], [9301, 1.5074087381362915], [8784, 1.5289644002914429], [8601, 1.5293667316436768], [7020, 1.5858352184295654]]","[[8688, 1.4319639205932617], [9301, 1.5074087381362915], [8784, 1.5289644002914429], [8601, 1.5293667316436768], [7020, 1.5858352184295654], [8620, 1.5859588384628296], [9349, 1.5888924598693848], [8011, 1.6060144901275635], [9032, 1.6073734760284424], [7345, 1.6084388494491577]]","[[8688, 1.4319639205932617], [9301, 1.5074087381362915], [8784, 1.5289644002914429], [8601, 1.5293667316436768], [7020, 1.5858352184295654], [8620, 1.5859588384628296], [9349, 1.5888924598693848], [8011, 1.6060144901275635], [9032, 1.6073734760284424], [7345, 1.6084388494491577], [7418, 1.612060785293579], [7462, 1.6121244430541992], [8302, 1.6125952005386353], [7588, 1.6138991117477417], [9772, 1.6151726245880127]]",8688
video7144,a group of women are rubbing oil and milk all over a woman,"[[7144, 1.385284662246704]]","[[7144, 1.385284662246704], [8790, 1.5130261182785034], [8347, 1.5297141075134277], [8012, 1.5503129959106445], [9824, 1.559358835220337]]","[[7144, 1.385284662246704], [8790, 1.5130261182785034], [8347, 1.5297141075134277], [8012, 1.5503129959106445], [9824, 1.559358835220337], [8240, 1.566030740737915], [9357, 1.5702362060546875], [8074, 1.574182152748108], [7163, 1.5742042064666748], [9340, 1.5756497383117676]]","[[7144, 1.385284662246704], [8790, 1.5130261182785034], [8347, 1.5297141075134277], [8012, 1.5503129959106445], [9824, 1.559358835220337], [8240, 1.566030740737915], [9357, 1.5702362060546875], [8074, 1.574182152748108], [7163, 1.5742042064666748], [9340, 1.5756497383117676], [9782, 1.5756698846817017], [9016, 1.578228235244751], [7573, 1.5797533988952637], [8904, 1.5800817012786865], [7571, 1.5848162174224854]]",7144
video8018,a young girl shopping,"[[7438, 1.4546942710876465]]","[[7438, 1.4546942710876465], [7698, 1.454925537109375], [8018, 1.468592643737793], [9337, 1.4910547733306885], [8664, 1.4991968870162964]]","[[7438, 1.4546942710876465], [7698, 1.454925537109375], [8018, 1.468592643737793], [9337, 1.4910547733306885], [8664, 1.4991968870162964], [8320, 1.512312412261963], [7170, 1.5177079439163208], [8899, 1.5193333625793457], [7116, 1.5209591388702393], [8868, 1.524996280670166]]","[[7438, 1.4546942710876465], [7698, 1.454925537109375], [8018, 1.468592643737793], [9337, 1.4910547733306885], [8664, 1.4991968870162964], [8320, 1.512312412261963], [7170, 1.5177079439163208], [8899, 1.5193333625793457], [7116, 1.5209591388702393], [8868, 1.524996280670166], [9209, 1.5259511470794678], [7179, 1.532470703125], [7579, 1.5330729484558105], [8831, 1.537355661392212], [9027, 1.5375949144363403]]",8018
video8469,two parrots in a bird cage one white chick and on green adult,"[[8469, 1.38728928565979]]","[[8469, 1.38728928565979], [7113, 1.495166540145874], [7342, 1.5221346616744995], [7594, 1.5608117580413818], [7822, 1.5717942714691162]]","[[8469, 1.38728928565979], [7113, 1.495166540145874], [7342, 1.5221346616744995], [7594, 1.5608117580413818], [7822, 1.5717942714691162], [7546, 1.5902780294418335], [8057, 1.591602087020874], [7849, 1.5962560176849365], [8605, 1.6023759841918945], [7114, 1.6035959720611572]]","[[8469, 1.38728928565979], [7113, 1.495166540145874], [7342, 1.5221346616744995], [7594, 1.5608117580413818], [7822, 1.5717942714691162], [7546, 1.5902780294418335], [8057, 1.591602087020874], [7849, 1.5962560176849365], [8605, 1.6023759841918945], [7114, 1.6035959720611572], [9828, 1.6136884689331055], [8666, 1.6139585971832275], [7060, 1.6141250133514404], [8073, 1.6141587495803833], [9969, 1.6148185729980469]]",8469
video8868,a young girl sits in a room and looks into a bag,"[[8868, 1.4565600156784058]]","[[8868, 1.4565600156784058], [9237, 1.4599430561065674], [8320, 1.465667486190796], [9816, 1.467496395111084], [8392, 1.4768397808074951]]","[[8868, 1.4565600156784058], [9237, 1.4599430561065674], [8320, 1.465667486190796], [9816, 1.467496395111084], [8392, 1.4768397808074951], [9343, 1.4889874458312988], [7782, 1.4912984371185303], [7547, 1.5106983184814453], [9012, 1.51524019241333], [8074, 1.5170228481292725]]","[[8868, 1.4565600156784058], [9237, 1.4599430561065674], [8320, 1.465667486190796], [9816, 1.467496395111084], [8392, 1.4768397808074951], [9343, 1.4889874458312988], [7782, 1.4912984371185303], [7547, 1.5106983184814453], [9012, 1.51524019241333], [8074, 1.5170228481292725], [8018, 1.5230450630187988], [9209, 1.533034086227417], [7149, 1.538519024848938], [9322, 1.541664958000183], [9780, 1.5424251556396484]]",8868
video8316,a man is talking to an athlete,"[[8308, 1.4790849685668945]]","[[8308, 1.4790849685668945], [8262, 1.479574203491211], [7200, 1.4890315532684326], [8316, 1.4919583797454834], [9020, 1.4959995746612549]]","[[8308, 1.4790849685668945], [8262, 1.479574203491211], [7200, 1.4890315532684326], [8316, 1.4919583797454834], [9020, 1.4959995746612549], [9744, 1.5067179203033447], [8932, 1.5113481283187866], [9745, 1.5141690969467163], [8917, 1.5155354738235474], [7349, 1.5164228677749634]]","[[8308, 1.4790849685668945], [8262, 1.479574203491211], [7200, 1.4890315532684326], [8316, 1.4919583797454834], [9020, 1.4959995746612549], [9744, 1.5067179203033447], [8932, 1.5113481283187866], [9745, 1.5141690969467163], [8917, 1.5155354738235474], [7349, 1.5164228677749634], [8259, 1.5202536582946777], [7110, 1.522268533706665], [9021, 1.5226380825042725], [9302, 1.523686170578003], [7501, 1.5251257419586182]]",8316
video7209,someone is showing a car features,"[[7356, 1.4380849599838257]]","[[7356, 1.4380849599838257], [9358, 1.4585415124893188], [7354, 1.4719666242599487], [9514, 1.4724024534225464], [7340, 1.4911296367645264]]","[[7356, 1.4380849599838257], [9358, 1.4585415124893188], [7354, 1.4719666242599487], [9514, 1.4724024534225464], [7340, 1.4911296367645264], [7765, 1.493977427482605], [7026, 1.494339942932129], [7209, 1.4989545345306396], [9259, 1.5022648572921753], [7752, 1.5065752267837524]]","[[7356, 1.4380849599838257], [9358, 1.4585415124893188], [7354, 1.4719666242599487], [9514, 1.4724024534225464], [7340, 1.4911296367645264], [7765, 1.493977427482605], [7026, 1.494339942932129], [7209, 1.4989545345306396], [9259, 1.5022648572921753], [7752, 1.5065752267837524], [8246, 1.5101637840270996], [8819, 1.5160046815872192], [7597, 1.5204739570617676], [8651, 1.5209627151489258], [9975, 1.5250219106674194]]",7209
video7140,someone is adding ingredients for a batter,"[[7826, 1.4439133405685425]]","[[7826, 1.4439133405685425], [8483, 1.4502930641174316], [7140, 1.4749376773834229], [7695, 1.480911374092102], [8656, 1.4935698509216309]]","[[7826, 1.4439133405685425], [8483, 1.4502930641174316], [7140, 1.4749376773834229], [7695, 1.480911374092102], [8656, 1.4935698509216309], [9731, 1.4955484867095947], [8865, 1.501381278038025], [7785, 1.5053828954696655], [8654, 1.506882667541504], [7376, 1.5115046501159668]]","[[7826, 1.4439133405685425], [8483, 1.4502930641174316], [7140, 1.4749376773834229], [7695, 1.480911374092102], [8656, 1.4935698509216309], [9731, 1.4955484867095947], [8865, 1.501381278038025], [7785, 1.5053828954696655], [8654, 1.506882667541504], [7376, 1.5115046501159668], [7148, 1.512282133102417], [7165, 1.5135092735290527], [7911, 1.5135791301727295], [8915, 1.5167746543884277], [7213, 1.5279340744018555]]",7140
video8241,several women in pink outfits and various other styles are standing and smiling,"[[8914, 1.4457606077194214]]","[[8914, 1.4457606077194214], [8241, 1.4529246091842651], [8342, 1.4750559329986572], [8605, 1.485361099243164], [7142, 1.49918532371521]]","[[8914, 1.4457606077194214], [8241, 1.4529246091842651], [8342, 1.4750559329986572], [8605, 1.485361099243164], [7142, 1.49918532371521], [8014, 1.502948522567749], [8333, 1.5133779048919678], [9131, 1.5142165422439575], [8118, 1.5276001691818237], [9039, 1.5311663150787354]]","[[8914, 1.4457606077194214], [8241, 1.4529246091842651], [8342, 1.4750559329986572], [8605, 1.485361099243164], [7142, 1.49918532371521], [8014, 1.502948522567749], [8333, 1.5133779048919678], [9131, 1.5142165422439575], [8118, 1.5276001691818237], [9039, 1.5311663150787354], [7116, 1.5336418151855469], [7364, 1.534412145614624], [9027, 1.5358234643936157], [8618, 1.5375568866729736], [7669, 1.538741111755371]]",8241
video9301,how to make a galaxy fighter,"[[9301, 1.4939266443252563]]","[[9301, 1.4939266443252563], [7178, 1.502943992614746], [7909, 1.5218292474746704], [7732, 1.5284067392349243], [7027, 1.5325794219970703]]","[[9301, 1.4939266443252563], [7178, 1.502943992614746], [7909, 1.5218292474746704], [7732, 1.5284067392349243], [7027, 1.5325794219970703], [9306, 1.543438196182251], [8334, 1.5473482608795166], [8111, 1.547863245010376], [9609, 1.5513973236083984], [7233, 1.5547633171081543]]","[[9301, 1.4939266443252563], [7178, 1.502943992614746], [7909, 1.5218292474746704], [7732, 1.5284067392349243], [7027, 1.5325794219970703], [9306, 1.543438196182251], [8334, 1.5473482608795166], [8111, 1.547863245010376], [9609, 1.5513973236083984], [7233, 1.5547633171081543], [7035, 1.5566754341125488], [9812, 1.5592480897903442], [9620, 1.563876986503601], [9256, 1.5657057762145996], [8674, 1.5665754079818726]]",9301
video7963,a machine drills holes in a section of metal piping,"[[9428, 1.4285225868225098]]","[[9428, 1.4285225868225098], [9368, 1.5303034782409668], [7343, 1.5307213068008423], [8121, 1.533640742301941], [8803, 1.5477030277252197]]","[[9428, 1.4285225868225098], [9368, 1.5303034782409668], [7343, 1.5307213068008423], [8121, 1.533640742301941], [8803, 1.5477030277252197], [7963, 1.54857337474823], [8246, 1.5564661026000977], [8626, 1.5578676462173462], [9530, 1.5725681781768799], [9744, 1.5768810510635376]]","[[9428, 1.4285225868225098], [9368, 1.5303034782409668], [7343, 1.5307213068008423], [8121, 1.533640742301941], [8803, 1.5477030277252197], [7963, 1.54857337474823], [8246, 1.5564661026000977], [8626, 1.5578676462173462], [9530, 1.5725681781768799], [9744, 1.5768810510635376], [8328, 1.581865906715393], [7237, 1.5819437503814697], [8078, 1.5884701013565063], [9620, 1.5908156633377075], [8499, 1.5976132154464722]]",7963
video8830,this is a video of a confrence,"[[8830, 1.4886279106140137]]","[[8830, 1.4886279106140137], [8072, 1.4946620464324951], [9352, 1.4981846809387207], [8917, 1.5055676698684692], [9233, 1.5064727067947388]]","[[8830, 1.4886279106140137], [8072, 1.4946620464324951], [9352, 1.4981846809387207], [8917, 1.5055676698684692], [9233, 1.5064727067947388], [9245, 1.5115104913711548], [8932, 1.518282413482666], [8927, 1.5192818641662598], [9203, 1.5226006507873535], [7418, 1.5226980447769165]]","[[8830, 1.4886279106140137], [8072, 1.4946620464324951], [9352, 1.4981846809387207], [8917, 1.5055676698684692], [9233, 1.5064727067947388], [9245, 1.5115104913711548], [8932, 1.518282413482666], [8927, 1.5192818641662598], [9203, 1.5226006507873535], [7418, 1.5226980447769165], [9117, 1.523592233657837], [9251, 1.525136947631836], [7410, 1.5252621173858643], [7444, 1.527045726776123], [7171, 1.5270987749099731]]",8830
video9320,a blonde man lies on a bed with a little baby,"[[9320, 1.3676602840423584]]","[[9320, 1.3676602840423584], [7686, 1.5290443897247314], [8478, 1.5326905250549316], [9686, 1.534067153930664], [8348, 1.5389844179153442]]","[[9320, 1.3676602840423584], [7686, 1.5290443897247314], [8478, 1.5326905250549316], [9686, 1.534067153930664], [8348, 1.5389844179153442], [7964, 1.5437853336334229], [9750, 1.550308108329773], [7570, 1.5511263608932495], [7592, 1.5529298782348633], [7201, 1.5623176097869873]]","[[9320, 1.3676602840423584], [7686, 1.5290443897247314], [8478, 1.5326905250549316], [9686, 1.534067153930664], [8348, 1.5389844179153442], [7964, 1.5437853336334229], [9750, 1.550308108329773], [7570, 1.5511263608932495], [7592, 1.5529298782348633], [7201, 1.5623176097869873], [8604, 1.5743827819824219], [8672, 1.5766479969024658], [7902, 1.5772128105163574], [7163, 1.5784155130386353], [9032, 1.583255410194397]]",9320
video8331,a man teaching students in class,"[[8331, 1.4491190910339355]]","[[8331, 1.4491190910339355], [8472, 1.4567798376083374], [7134, 1.457564115524292], [7375, 1.476143717765808], [9117, 1.4847428798675537]]","[[8331, 1.4491190910339355], [8472, 1.4567798376083374], [7134, 1.457564115524292], [7375, 1.476143717765808], [9117, 1.4847428798675537], [7345, 1.495530366897583], [9775, 1.4985461235046387], [9326, 1.5101252794265747], [7843, 1.5101442337036133], [7418, 1.5136914253234863]]","[[8331, 1.4491190910339355], [8472, 1.4567798376083374], [7134, 1.457564115524292], [7375, 1.476143717765808], [9117, 1.4847428798675537], [7345, 1.495530366897583], [9775, 1.4985461235046387], [9326, 1.5101252794265747], [7843, 1.5101442337036133], [7418, 1.5136914253234863], [9203, 1.5248961448669434], [8804, 1.527174711227417], [8257, 1.5344161987304688], [9777, 1.5401043891906738], [8800, 1.5411776304244995]]",8331
video7027,the man in the video is showing a brief viewing of how the movie is starting,"[[7686, 1.459961175918579]]","[[7686, 1.459961175918579], [9804, 1.4630340337753296], [8811, 1.4644508361816406], [8475, 1.469227910041809], [9033, 1.489271879196167]]","[[7686, 1.459961175918579], [9804, 1.4630340337753296], [8811, 1.4644508361816406], [8475, 1.469227910041809], [9033, 1.489271879196167], [7964, 1.4907697439193726], [7352, 1.4913384914398193], [8319, 1.4915257692337036], [8061, 1.4972094297409058], [8340, 1.497376561164856]]","[[7686, 1.459961175918579], [9804, 1.4630340337753296], [8811, 1.4644508361816406], [8475, 1.469227910041809], [9033, 1.489271879196167], [7964, 1.4907697439193726], [7352, 1.4913384914398193], [8319, 1.4915257692337036], [8061, 1.4972094297409058], [8340, 1.497376561164856], [7444, 1.4991815090179443], [7114, 1.5025370121002197], [9403, 1.505137324333191], [8346, 1.5056025981903076], [7371, 1.5072046518325806]]",7027
video9450,a foreign military themed show,"[[7373, 1.4621508121490479]]","[[7373, 1.4621508121490479], [9450, 1.4859064817428589], [9235, 1.4949393272399902], [9255, 1.4972689151763916], [8741, 1.4984043836593628]]","[[7373, 1.4621508121490479], [9450, 1.4859064817428589], [9235, 1.4949393272399902], [9255, 1.4972689151763916], [8741, 1.4984043836593628], [9578, 1.501467227935791], [7206, 1.5032678842544556], [8499, 1.5156360864639282], [9026, 1.5170297622680664], [8012, 1.5235642194747925]]","[[7373, 1.4621508121490479], [9450, 1.4859064817428589], [9235, 1.4949393272399902], [9255, 1.4972689151763916], [8741, 1.4984043836593628], [9578, 1.501467227935791], [7206, 1.5032678842544556], [8499, 1.5156360864639282], [9026, 1.5170297622680664], [8012, 1.5235642194747925], [8346, 1.5260916948318481], [8805, 1.5269274711608887], [8948, 1.5290172100067139], [9063, 1.5296427011489868], [7548, 1.5351097583770752]]",9450
video9334,in game footage of a mine craft character walking up stairs,"[[9334, 1.3854987621307373]]","[[9334, 1.3854987621307373], [9795, 1.405727505683899], [8663, 1.4266821146011353], [8578, 1.4365332126617432], [8787, 1.4571820497512817]]","[[9334, 1.3854987621307373], [9795, 1.405727505683899], [8663, 1.4266821146011353], [8578, 1.4365332126617432], [8787, 1.4571820497512817], [7792, 1.4605114459991455], [7353, 1.4752461910247803], [7574, 1.4752519130706787], [7972, 1.5067355632781982], [8797, 1.5094144344329834]]","[[9334, 1.3854987621307373], [9795, 1.405727505683899], [8663, 1.4266821146011353], [8578, 1.4365332126617432], [8787, 1.4571820497512817], [7792, 1.4605114459991455], [7353, 1.4752461910247803], [7574, 1.4752519130706787], [7972, 1.5067355632781982], [8797, 1.5094144344329834], [8462, 1.5109272003173828], [8313, 1.5112102031707764], [7552, 1.5196685791015625], [7143, 1.5205202102661133], [8077, 1.5228056907653809]]",9334
video8835,a woman serves a bowl of soup woth stuff in it,"[[8835, 1.3707952499389648]]","[[8835, 1.3707952499389648], [9022, 1.3990120887756348], [7898, 1.4118013381958008], [9409, 1.4350818395614624], [8654, 1.4536010026931763]]","[[8835, 1.3707952499389648], [9022, 1.3990120887756348], [7898, 1.4118013381958008], [9409, 1.4350818395614624], [8654, 1.4536010026931763], [7823, 1.4630656242370605], [7360, 1.4782791137695312], [7376, 1.4828969240188599], [7826, 1.4848287105560303], [8300, 1.4938273429870605]]","[[8835, 1.3707952499389648], [9022, 1.3990120887756348], [7898, 1.4118013381958008], [9409, 1.4350818395614624], [8654, 1.4536010026931763], [7823, 1.4630656242370605], [7360, 1.4782791137695312], [7376, 1.4828969240188599], [7826, 1.4848287105560303], [8300, 1.4938273429870605], [7415, 1.4997605085372925], [7559, 1.5087337493896484], [7140, 1.513239860534668], [7695, 1.514225959777832], [7911, 1.5156686305999756]]",8835
