rel_video_id,query,top1,top5,top10,ground_truth
video8241,several women in pink outfits and various other styles are standing and smiling,"[[8241, 1.459747076034546]]","[[8241, 1.459747076034546], [8914, 1.4607239961624146], [8342, 1.4763317108154297], [8014, 1.4895458221435547], [8605, 1.4940156936645508]]","[[8241, 1.459747076034546], [8914, 1.4607239961624146], [8342, 1.4763317108154297], [8014, 1.4895458221435547], [8605, 1.4940156936645508], [8333, 1.5013394355773926], [7142, 1.5053181648254395], [8481, 1.5146369934082031], [7730, 1.5255126953125], [9039, 1.5271161794662476]]",8241
video9301,how to make a galaxy fighter,"[[9301, 1.4886565208435059]]","[[9301, 1.4886565208435059], [7178, 1.5057268142700195], [7909, 1.5218467712402344], [7027, 1.542446494102478], [7732, 1.5428073406219482]]","[[9301, 1.4886565208435059], [7178, 1.5057268142700195], [7909, 1.5218467712402344], [7027, 1.542446494102478], [7732, 1.5428073406219482], [8334, 1.5467498302459717], [9680, 1.551794409751892], [9812, 1.5578932762145996], [9306, 1.5597500801086426], [9609, 1.5598080158233643]]",9301
video7963,a machine drills holes in a section of metal piping,"[[9428, 1.4152848720550537]]","[[9428, 1.4152848720550537], [9368, 1.5206661224365234], [8121, 1.5223824977874756], [7343, 1.5232651233673096], [7963, 1.5328845977783203]]","[[9428, 1.4152848720550537], [9368, 1.5206661224365234], [8121, 1.5223824977874756], [7343, 1.5232651233673096], [7963, 1.5328845977783203], [8803, 1.5477832555770874], [8246, 1.5565202236175537], [8626, 1.5634872913360596], [9744, 1.5635130405426025], [9530, 1.5665531158447266]]",7963
video8830,this is a video of a confrence,"[[8830, 1.484264850616455]]","[[8830, 1.484264850616455], [7171, 1.5029572248458862], [8917, 1.5041621923446655], [9245, 1.504779577255249], [8072, 1.505514144897461]]","[[8830, 1.484264850616455], [7171, 1.5029572248458862], [8917, 1.5041621923446655], [9245, 1.504779577255249], [8072, 1.505514144897461], [9352, 1.509164810180664], [9233, 1.5096917152404785], [8932, 1.5182931423187256], [9117, 1.5190093517303467], [7410, 1.521047592163086]]",8830
video9320,a blonde man lies on a bed with a little baby,"[[9320, 1.3580559492111206]]","[[9320, 1.3580559492111206], [7592, 1.4882280826568604], [8348, 1.533219337463379], [8478, 1.5393035411834717], [7964, 1.544329285621643]]","[[9320, 1.3580559492111206], [7592, 1.4882280826568604], [8348, 1.533219337463379], [8478, 1.5393035411834717], [7964, 1.544329285621643], [7686, 1.5451408624649048], [7570, 1.54898202419281], [9032, 1.567875623703003], [8681, 1.569069504737854], [9750, 1.5731043815612793]]",9320
video8331,a man teaching students in class,"[[8331, 1.4324871301651]]","[[8331, 1.4324871301651], [8472, 1.4386078119277954], [7134, 1.4583349227905273], [9117, 1.476757526397705], [7375, 1.483952522277832]]","[[8331, 1.4324871301651], [8472, 1.4386078119277954], [7134, 1.4583349227905273], [9117, 1.476757526397705], [7375, 1.483952522277832], [7345, 1.4913318157196045], [7418, 1.4973289966583252], [9775, 1.5073983669281006], [9203, 1.5215773582458496], [7843, 1.5274426937103271]]",8331
video7027,the man in the video is showing a brief viewing of how the movie is starting,"[[9804, 1.4569945335388184]]","[[9804, 1.4569945335388184], [7686, 1.4688258171081543], [8475, 1.473630428314209], [8811, 1.4760814905166626], [9033, 1.4800509214401245]]","[[9804, 1.4569945335388184], [7686, 1.4688258171081543], [8475, 1.473630428314209], [8811, 1.4760814905166626], [9033, 1.4800509214401245], [7964, 1.4813162088394165], [8340, 1.490967035293579], [8319, 1.4941835403442383], [9403, 1.4958014488220215], [8061, 1.4966331720352173]]",7027
video9450,a foreign military themed show,"[[7373, 1.4646368026733398]]","[[7373, 1.4646368026733398], [9450, 1.4823832511901855], [9235, 1.4869134426116943], [9255, 1.4955309629440308], [8741, 1.4965457916259766]]","[[7373, 1.4646368026733398], [9450, 1.4823832511901855], [9235, 1.4869134426116943], [9255, 1.4955309629440308], [8741, 1.4965457916259766], [8499, 1.5125916004180908], [9578, 1.5127313137054443], [7206, 1.5140142440795898], [8061, 1.5193068981170654], [9026, 1.5197932720184326]]",9450
video9334,in game footage of a mine craft character walking up stairs,"[[9334, 1.3910942077636719]]","[[9334, 1.3910942077636719], [9795, 1.4105720520019531], [8663, 1.4346827268600464], [8578, 1.4399755001068115], [8787, 1.4435057640075684]]","[[9334, 1.3910942077636719], [9795, 1.4105720520019531], [8663, 1.4346827268600464], [8578, 1.4399755001068115], [8787, 1.4435057640075684], [7792, 1.468700647354126], [7574, 1.476891279220581], [7353, 1.4818925857543945], [8313, 1.5104665756225586], [8462, 1.5137920379638672]]",9334
video8835,a woman serves a bowl of soup woth stuff in it,"[[8835, 1.3811814785003662]]","[[8835, 1.3811814785003662], [9022, 1.4087932109832764], [7898, 1.4108192920684814], [9409, 1.445631742477417], [8654, 1.465172290802002]]","[[8835, 1.3811814785003662], [9022, 1.4087932109832764], [7898, 1.4108192920684814], [9409, 1.445631742477417], [8654, 1.465172290802002], [7823, 1.4782378673553467], [7360, 1.4795693159103394], [7376, 1.4853310585021973], [7415, 1.4887490272521973], [7826, 1.490410566329956]]",8835
video8016,a dog and a cat are in a standoff,"[[8867, 1.4592819213867188]]","[[8867, 1.4592819213867188], [8016, 1.4675238132476807], [9734, 1.4702825546264648], [9034, 1.4793365001678467], [9580, 1.4814472198486328]]","[[8867, 1.4592819213867188], [8016, 1.4675238132476807], [9734, 1.4702825546264648], [9034, 1.4793365001678467], [9580, 1.4814472198486328], [9232, 1.4946116209030151], [8334, 1.52028226852417], [7798, 1.5288344621658325], [8866, 1.531282663345337], [7146, 1.5364081859588623]]",8016
video8309,there is a wrestling match,"[[8440, 1.4365791082382202]]","[[8440, 1.4365791082382202], [7788, 1.452103853225708], [9803, 1.4575562477111816], [7587, 1.4612739086151123], [8443, 1.462961196899414]]","[[8440, 1.4365791082382202], [7788, 1.452103853225708], [9803, 1.4575562477111816], [7587, 1.4612739086151123], [8443, 1.462961196899414], [8309, 1.4634841680526733], [8470, 1.466143250465393], [8823, 1.4663128852844238], [8310, 1.4832746982574463], [8262, 1.486029028892517]]",8309
video8910,adding ingredients to a pizza,"[[9873, 1.3925786018371582]]","[[9873, 1.3925786018371582], [8910, 1.4241654872894287], [7591, 1.5012423992156982], [8483, 1.5017170906066895], [8056, 1.5143840312957764]]","[[9873, 1.3925786018371582], [8910, 1.4241654872894287], [7591, 1.5012423992156982], [8483, 1.5017170906066895], [8056, 1.5143840312957764], [8900, 1.5315712690353394], [7213, 1.5345406532287598], [9687, 1.5357565879821777], [7554, 1.5456161499023438], [9639, 1.5532200336456299]]",8910
video9514,inside of a toyota car with large space and safety,"[[9514, 1.4463958740234375]]","[[9514, 1.4463958740234375], [7354, 1.4749277830123901], [7340, 1.4876558780670166], [7597, 1.4906636476516724], [7356, 1.4919664859771729]]","[[9514, 1.4463958740234375], [7354, 1.4749277830123901], [7340, 1.4876558780670166], [7597, 1.4906636476516724], [7356, 1.4919664859771729], [7026, 1.4941128492355347], [8651, 1.5033844709396362], [7965, 1.5221757888793945], [7209, 1.5229600667953491], [8263, 1.5244685411453247]]",9514
video9400,someone is playing a game,"[[9031, 1.4730570316314697]]","[[9031, 1.4730570316314697], [8313, 1.475085735321045], [9200, 1.4752660989761353], [7792, 1.4790947437286377], [7374, 1.4812790155410767]]","[[9031, 1.4730570316314697], [8313, 1.475085735321045], [9200, 1.4752660989761353], [7792, 1.4790947437286377], [7374, 1.4812790155410767], [8459, 1.4821362495422363], [7919, 1.4824466705322266], [9795, 1.4825294017791748], [7143, 1.482936143875122], [9332, 1.4832791090011597]]",9400
video9579,two men talk with children s voices,"[[7371, 1.4870846271514893]]","[[7371, 1.4870846271514893], [8259, 1.5003249645233154], [7349, 1.5036380290985107], [8922, 1.5047035217285156], [9775, 1.5140005350112915]]","[[7371, 1.4870846271514893], [8259, 1.5003249645233154], [7349, 1.5036380290985107], [8922, 1.5047035217285156], [9775, 1.5140005350112915], [7160, 1.5262587070465088], [7365, 1.5274443626403809], [7741, 1.5294339656829834], [8685, 1.530388593673706], [7969, 1.5304028987884521]]",9579
video8334,a cartoon of a dog running and howling,"[[8334, 1.4417003393173218]]","[[8334, 1.4417003393173218], [9580, 1.4423205852508545], [9734, 1.4469513893127441], [9772, 1.530711054801941], [7798, 1.5320489406585693]]","[[8334, 1.4417003393173218], [9580, 1.4423205852508545], [9734, 1.4469513893127441], [9772, 1.530711054801941], [7798, 1.5320489406585693], [8655, 1.5389893054962158], [9232, 1.5392367839813232], [9324, 1.5600275993347168], [8799, 1.5610644817352295], [7368, 1.562608003616333]]",8334
video7358,it is a vine compilation,"[[9605, 1.4332305192947388]]","[[9605, 1.4332305192947388], [8979, 1.440740942955017], [9542, 1.4443042278289795], [7358, 1.4456913471221924], [8913, 1.4477529525756836]]","[[9605, 1.4332305192947388], [8979, 1.440740942955017], [9542, 1.4443042278289795], [7358, 1.4456913471221924], [8913, 1.4477529525756836], [9817, 1.4521925449371338], [7839, 1.4573724269866943], [9018, 1.4597773551940918], [9647, 1.4612252712249756], [9029, 1.4632961750030518]]",7358
video7410,vladmir putin talks on the news about the fight against terrorism,"[[7410, 1.405367136001587]]","[[7410, 1.405367136001587], [8906, 1.5451831817626953], [8311, 1.555130124092102], [7206, 1.5590215921401978], [7967, 1.5709097385406494]]","[[7410, 1.405367136001587], [8906, 1.5451831817626953], [8311, 1.555130124092102], [7206, 1.5590215921401978], [7967, 1.5709097385406494], [9690, 1.6002881526947021], [8864, 1.600596308708191], [9235, 1.6056957244873047], [8333, 1.607403039932251], [7613, 1.6106632947921753]]",7410
video8443,valencia vesus hokit in a wrestling match,"[[8443, 1.4108377695083618]]","[[8443, 1.4108377695083618], [9803, 1.4508118629455566], [8440, 1.4551177024841309], [7788, 1.4713054895401], [7587, 1.4738843441009521]]","[[8443, 1.4108377695083618], [9803, 1.4508118629455566], [8440, 1.4551177024841309], [7788, 1.4713054895401], [7587, 1.4738843441009521], [8470, 1.4784520864486694], [8309, 1.4798136949539185], [8823, 1.4798812866210938], [8310, 1.4895884990692139], [8262, 1.4914069175720215]]",8443
video7345,a man is talking about making it easier for kids to learn while scenes of a school are shown,"[[8472, 1.4735674858093262]]","[[8472, 1.4735674858093262], [7134, 1.4780932664871216], [7843, 1.4785332679748535], [8830, 1.4940814971923828], [9117, 1.49879789352417]]","[[8472, 1.4735674858093262], [7134, 1.4780932664871216], [7843, 1.4785332679748535], [8830, 1.4940814971923828], [9117, 1.49879789352417], [9908, 1.500429630279541], [7345, 1.5028619766235352], [8331, 1.5040583610534668], [9775, 1.50630521774292], [8257, 1.507556438446045]]",7345
video7961,a band of singers and guitarists are performing on stage,"[[8925, 1.4069629907608032]]","[[8925, 1.4069629907608032], [8324, 1.4129719734191895], [8926, 1.4134585857391357], [8466, 1.4445786476135254], [7961, 1.4498238563537598]]","[[8925, 1.4069629907608032], [8324, 1.4129719734191895], [8926, 1.4134585857391357], [8466, 1.4445786476135254], [7961, 1.4498238563537598], [9243, 1.4513578414916992], [7596, 1.4610090255737305], [7461, 1.4618616104125977], [7960, 1.4714393615722656], [7156, 1.4722871780395508]]",7961
video9343,woman is slicing the vegetables and decorating the meal,"[[8686, 1.4703516960144043]]","[[8686, 1.4703516960144043], [8620, 1.4735674858093262], [8915, 1.481858253479004], [9798, 1.4889165163040161], [9639, 1.4905169010162354]]","[[8686, 1.4703516960144043], [8620, 1.4735674858093262], [8915, 1.481858253479004], [9798, 1.4889165163040161], [9639, 1.4905169010162354], [7360, 1.503798007965088], [9409, 1.504384994506836], [7213, 1.5094784498214722], [7554, 1.5100356340408325], [8910, 1.5105818510055542]]",9343
video9037,a women is sitting with her baby and two people talking about that,"[[8478, 1.4601672887802124]]","[[8478, 1.4601672887802124], [7234, 1.4713689088821411], [9037, 1.4921969175338745], [9320, 1.5047744512557983], [8821, 1.5071765184402466]]","[[8478, 1.4601672887802124], [7234, 1.4713689088821411], [9037, 1.4921969175338745], [9320, 1.5047744512557983], [8821, 1.5071765184402466], [8783, 1.516838788986206], [9357, 1.5210421085357666], [9011, 1.5236680507659912], [7825, 1.525313377380371], [7592, 1.5254168510437012]]",9037
video7754,this is a video of a live tv show,"[[8482, 1.4431028366088867]]","[[8482, 1.4431028366088867], [7754, 1.463153600692749], [8930, 1.4642912149429321], [9352, 1.4735393524169922], [9037, 1.4781750440597534]]","[[8482, 1.4431028366088867], [7754, 1.463153600692749], [8930, 1.4642912149429321], [9352, 1.4735393524169922], [9037, 1.4781750440597534], [8494, 1.4782840013504028], [8932, 1.4783782958984375], [7349, 1.4845181703567505], [8917, 1.490893006324768], [7158, 1.493190050125122]]",7754
video7217,a woman is advertising a stroller,"[[8258, 1.3899723291397095]]","[[8258, 1.3899723291397095], [7230, 1.3905210494995117], [9755, 1.4113140106201172], [8123, 1.4142144918441772], [7217, 1.4310922622680664]]","[[8258, 1.3899723291397095], [7230, 1.3905210494995117], [9755, 1.4113140106201172], [8123, 1.4142144918441772], [7217, 1.4310922622680664], [8863, 1.520493984222412], [8783, 1.5386488437652588], [7204, 1.552049160003662], [8899, 1.5630302429199219], [9696, 1.5715150833129883]]",7217
video9237,preview for the movie insidious,"[[9780, 1.446110486984253]]","[[9780, 1.446110486984253], [9237, 1.4671964645385742], [8902, 1.4702329635620117], [7782, 1.4839880466461182], [9012, 1.4860820770263672]]","[[9780, 1.446110486984253], [9237, 1.4671964645385742], [8902, 1.4702329635620117], [7782, 1.4839880466461182], [9012, 1.4860820770263672], [9878, 1.4921151399612427], [8340, 1.5048222541809082], [7149, 1.5132379531860352], [7223, 1.5267066955566406], [8832, 1.5344364643096924]]",9237
video7207,young men discuss and demonstrate a video game,"[[9909, 1.4741911888122559]]","[[9909, 1.4741911888122559], [9795, 1.4864416122436523], [7366, 1.4887728691101074], [7972, 1.4895298480987549], [8578, 1.4914835691452026]]","[[9909, 1.4741911888122559], [9795, 1.4864416122436523], [7366, 1.4887728691101074], [7972, 1.4895298480987549], [8578, 1.4914835691452026], [7792, 1.4933513402938843], [8077, 1.4934720993041992], [7143, 1.4936811923980713], [8462, 1.4949203729629517], [9200, 1.4965431690216064]]",7207
video7355,a hand print is outlined within the silhouette of a green dinosaur shape for a movie promotion,"[[7355, 1.3737876415252686]]","[[7355, 1.3737876415252686], [8666, 1.5188558101654053], [8811, 1.5200841426849365], [7229, 1.5319128036499023], [8475, 1.5391353368759155]]","[[7355, 1.3737876415252686], [8666, 1.5188558101654053], [8811, 1.5200841426849365], [7229, 1.5319128036499023], [8475, 1.5391353368759155], [8909, 1.5411221981048584], [7431, 1.5456106662750244], [7900, 1.5484240055084229], [9119, 1.5510668754577637], [7223, 1.5515146255493164]]",7355
video8423,a female inside a white themed bathroom while someone else makes her makeup,"[[8904, 1.3632800579071045]]","[[8904, 1.3632800579071045], [9207, 1.4499351978302002], [7144, 1.4601638317108154], [7573, 1.5000678300857544], [9822, 1.5045503377914429]]","[[8904, 1.3632800579071045], [9207, 1.4499351978302002], [7144, 1.4601638317108154], [7573, 1.5000678300857544], [9822, 1.5045503377914429], [9818, 1.516224980354309], [8488, 1.5337244272232056], [9788, 1.5392156839370728], [7372, 1.5401866436004639], [8471, 1.5405887365341187]]",8423
video9204,a news reporter talks about a shooting,"[[8864, 1.4136195182800293]]","[[8864, 1.4136195182800293], [8822, 1.4179856777191162], [9204, 1.4286549091339111], [9819, 1.460591197013855], [8491, 1.4640560150146484]]","[[8864, 1.4136195182800293], [8822, 1.4179856777191162], [9204, 1.4286549091339111], [9819, 1.460591197013855], [8491, 1.4640560150146484], [7119, 1.4847655296325684], [8650, 1.4945005178451538], [9037, 1.496489405632019], [8311, 1.5052025318145752], [9829, 1.5076937675476074]]",9204
video9782,a man talking about a womans genital problems,"[[9474, 1.4933760166168213]]","[[9474, 1.4933760166168213], [9249, 1.495133876800537], [9418, 1.5014939308166504], [8917, 1.5053298473358154], [9825, 1.5085622072219849]]","[[9474, 1.4933760166168213], [9249, 1.495133876800537], [9418, 1.5014939308166504], [8917, 1.5053298473358154], [9825, 1.5085622072219849], [7755, 1.5103275775909424], [8119, 1.514255404472351], [8257, 1.5154314041137695], [8824, 1.5157802104949951], [8932, 1.517476201057434]]",9782
video8667,music is playing and advertisements was showing,"[[8485, 1.4328011274337769]]","[[8485, 1.4328011274337769], [8909, 1.4411711692810059], [9607, 1.4526995420455933], [8618, 1.4851166009902954], [8979, 1.4940769672393799]]","[[8485, 1.4328011274337769], [8909, 1.4411711692810059], [9607, 1.4526995420455933], [8618, 1.4851166009902954], [8979, 1.4940769672393799], [8671, 1.498329520225525], [7754, 1.499592900276184], [8831, 1.5036022663116455], [9695, 1.5048396587371826], [9815, 1.5069682598114014]]",8667
