video_id,sentence
video1221,a man with blonde hair and a man wearing sunglasses stare through a window
video3610,a small squarish gray car is rotated with its windows open to display its insides
video1364,a woman talks about portuguese cuisine in video
video1074,a woman in a blue blouse discusses how to keep the food from becoming soggy
video640,a kid practicing hit a tennis ball on court
video6152,a chef in a black jacket cooks food for two women
video5410,man puts about a tablespoon of basil leaves inside a blender
video1796,a person talking about the basil leaves and showing a bottel of basil leave and to use one table spoon of basil while cooking
video5525,an animated mouse sings at a grand piano while another mouse brings in singer prince
video5483,a woman pours brown liquid into a food processor puts on the lid and pulverizes the food inside
video3769,people talking about how they feel alone and out of place
video1553,the modeling girl wearing grey colour dress and sing the wonderful song
video296,there are some vehicle moving in to the water
video812,a split screen on cnn of political debates
video6294,giada displays red tomatoes green asparagus zucchini and purple eggplant
video1389,a woman poured sauce on chicken and began stirring it
video4573,a man stirs a bowl of raw pink meat with his bare hand and then adds a bit of oil and two eggs to a hot wok and stirs it with a spatula
video6680,a monkey and its baby eat leaves from a tree branch while sitting ona  rock
video1560,a man is talking then a woman reads out the words displayed on screen
video1512,a man in a black chef coat cuts an onion while two women speak
video6172,a woman is making a non veg dish in the kitchen
video6526,there is a hot woman is getting ready to surf
video4056,a women in blue dress is advertising some product
video3354,a woman mixes a small amount of chocolate in a plastic bowl with a tiny plastic spatula
video4193,a person is adding a food item to a white bowl
video4050,black and white orca whales swim in teh ocean and a man repels down a tall mountain
video2926,a guy in the gym describing how to make moves in basketball
video2665,they focus the students to join the company and get the job
video1517,a man seems disapointed as another caresses a bagel
video3289,a man in a white muscle shirt and blue shorts stands on a beach near the ocean and exercises
