video_id,sentence,ground_truth,top1,top5,top10,top10_raw_res
6220,a man holding onto book bag straps,6220,"[[6220, 1.4063209295272827]]","[[6220, 1.4063209295272827], [8020, 1.4158819913864136], [8796, 1.416839599609375], [4081, 1.4352164268493652], [3482, 1.4572222232818604]]","[[6220, 1.4063209295272827], [8020, 1.4158819913864136], [8796, 1.416839599609375], [4081, 1.4352164268493652], [3482, 1.4572222232818604], [958, 1.479172945022583], [3677, 1.4903757572174072], [2491, 1.4906593561172485], [3779, 1.4941288232803345], [8964, 1.4957727193832397]]","[[6220, 1.4063209295272827], [8020, 1.4158819913864136], [8796, 1.416839599609375], [4081, 1.4352164268493652], [3482, 1.4572222232818604], [958, 1.479172945022583], [3677, 1.4903757572174072], [2491, 1.4906593561172485], [3779, 1.4941288232803345], [8964, 1.4957727193832397]]"
3303,a man in a pink body suit sings while sitting in a bathtub with a dog,3303,"[[3303, 1.176760196685791]]","[[3303, 1.176760196685791], [2796, 1.1869903802871704], [1962, 1.4784815311431885], [8032, 1.4930790662765503], [8382, 1.501070261001587]]","[[3303, 1.176760196685791], [2796, 1.1869903802871704], [1962, 1.4784815311431885], [8032, 1.4930790662765503], [8382, 1.501070261001587], [1045, 1.520815372467041], [9172, 1.5293997526168823], [2774, 1.532557487487793], [5868, 1.5517487525939941], [8704, 1.5524390935897827]]","[[3303, 1.176760196685791], [2796, 1.1869903802871704], [1962, 1.4784815311431885], [8032, 1.4930790662765503], [8382, 1.501070261001587], [1045, 1.520815372467041], [9172, 1.5293997526168823], [2774, 1.532557487487793], [5868, 1.5517487525939941], [8704, 1.5524390935897827]]"
6861,a man in a suit talking,6861,"[[213, 1.4367257356643677]]","[[213, 1.4367257356643677], [1927, 1.4369665384292603], [261, 1.4395811557769775], [3472, 1.4438166618347168], [4802, 1.4461383819580078]]","[[213, 1.4367257356643677], [1927, 1.4369665384292603], [261, 1.4395811557769775], [3472, 1.4438166618347168], [4802, 1.4461383819580078], [4830, 1.4472997188568115], [6320, 1.4533674716949463], [7878, 1.4545087814331055], [1274, 1.4568917751312256], [3442, 1.4584033489227295]]","[[213, 1.4367257356643677], [1927, 1.4369665384292603], [261, 1.4395811557769775], [3472, 1.4438166618347168], [4802, 1.4461383819580078], [4830, 1.4472997188568115], [6320, 1.4533674716949463], [7878, 1.4545087814331055], [1274, 1.4568917751312256], [3442, 1.4584033489227295]]"
6740,a man in a talk show covered in white goo about to open a bottle of vodka,6740,"[[6521, 1.3488636016845703]]","[[6521, 1.3488636016845703], [6740, 1.3571351766586304], [9064, 1.3648236989974976], [6603, 1.3711490631103516], [911, 1.413567066192627]]","[[6521, 1.3488636016845703], [6740, 1.3571351766586304], [9064, 1.3648236989974976], [6603, 1.3711490631103516], [911, 1.413567066192627], [2300, 1.4230273962020874], [2138, 1.442878246307373], [4178, 1.469010591506958], [1176, 1.4739797115325928], [8259, 1.499058723449707]]","[[6521, 1.3488636016845703], [6740, 1.3571351766586304], [9064, 1.3648236989974976], [6603, 1.3711490631103516], [911, 1.413567066192627], [2300, 1.4230273962020874], [2138, 1.442878246307373], [4178, 1.469010591506958], [1176, 1.4739797115325928], [8259, 1.499058723449707]]"
3923,a man is at sea,3923,"[[7681, 1.4182374477386475]]","[[7681, 1.4182374477386475], [8188, 1.4271268844604492], [1997, 1.4273889064788818], [5614, 1.4382877349853516], [3923, 1.4384013414382935]]","[[7681, 1.4182374477386475], [8188, 1.4271268844604492], [1997, 1.4273889064788818], [5614, 1.4382877349853516], [3923, 1.4384013414382935], [3740, 1.4408395290374756], [6073, 1.4412307739257812], [5519, 1.443324089050293], [9578, 1.4561537504196167], [5122, 1.4577937126159668]]","[[7681, 1.4182374477386475], [8188, 1.4271268844604492], [1997, 1.4273889064788818], [5614, 1.4382877349853516], [3923, 1.4384013414382935], [3740, 1.4408395290374756], [6073, 1.4412307739257812], [5519, 1.443324089050293], [9578, 1.4561537504196167], [5122, 1.4577937126159668]]"
2937,a man is assaulted on camera during a news segment,2937,"[[8491, 1.447122573852539]]","[[8491, 1.447122573852539], [1678, 1.4478840827941895], [9819, 1.449883222579956], [3767, 1.4512403011322021], [2937, 1.4532822370529175]]","[[8491, 1.447122573852539], [1678, 1.4478840827941895], [9819, 1.449883222579956], [3767, 1.4512403011322021], [2937, 1.4532822370529175], [2509, 1.464064359664917], [4670, 1.464489221572876], [4931, 1.474870204925537], [8822, 1.4752062559127808], [2026, 1.47600257396698]]","[[8491, 1.447122573852539], [1678, 1.4478840827941895], [9819, 1.449883222579956], [3767, 1.4512403011322021], [2937, 1.4532822370529175], [2509, 1.464064359664917], [4670, 1.464489221572876], [4931, 1.474870204925537], [8822, 1.4752062559127808], [2026, 1.47600257396698]]"
4436,a man is asking another man to come up on stage,4436,"[[4436, 1.426889181137085]]","[[4436, 1.426889181137085], [6687, 1.4278953075408936], [4858, 1.4318150281906128], [6951, 1.4350677728652954], [6744, 1.4356825351715088]]","[[4436, 1.426889181137085], [6687, 1.4278953075408936], [4858, 1.4318150281906128], [6951, 1.4350677728652954], [6744, 1.4356825351715088], [7006, 1.4382963180541992], [5766, 1.43855881690979], [6544, 1.4458489418029785], [263, 1.448595643043518], [5273, 1.4537057876586914]]","[[4436, 1.426889181137085], [6687, 1.4278953075408936], [4858, 1.4318150281906128], [6951, 1.4350677728652954], [6744, 1.4356825351715088], [7006, 1.4382963180541992], [5766, 1.43855881690979], [6544, 1.4458489418029785], [263, 1.448595643043518], [5273, 1.4537057876586914]]"
12,a man is angrily talking to another man,12,"[[4533, 1.4242470264434814]]","[[4533, 1.4242470264434814], [4039, 1.4281270503997803], [2014, 1.4311439990997314], [8808, 1.4398069381713867], [2715, 1.4417898654937744]]","[[4533, 1.4242470264434814], [4039, 1.4281270503997803], [2014, 1.4311439990997314], [8808, 1.4398069381713867], [2715, 1.4417898654937744], [7293, 1.4471790790557861], [4390, 1.4473004341125488], [5333, 1.4500136375427246], [414, 1.450662612915039], [6915, 1.4513614177703857]]","[[4533, 1.4242470264434814], [4039, 1.4281270503997803], [2014, 1.4311439990997314], [8808, 1.4398069381713867], [2715, 1.4417898654937744], [7293, 1.4471790790557861], [4390, 1.4473004341125488], [5333, 1.4500136375427246], [414, 1.450662612915039], [6915, 1.4513614177703857]]"
1948,a man is adjusting a frame in a garage,1948,"[[1948, 1.4111076593399048]]","[[1948, 1.4111076593399048], [3913, 1.412089228630066], [5381, 1.445237636566162], [8558, 1.4464412927627563], [7402, 1.446780800819397]]","[[1948, 1.4111076593399048], [3913, 1.412089228630066], [5381, 1.445237636566162], [8558, 1.4464412927627563], [7402, 1.446780800819397], [7474, 1.450362205505371], [8171, 1.4514985084533691], [871, 1.4521830081939697], [7963, 1.4524577856063843], [1587, 1.454638957977295]]","[[1948, 1.4111076593399048], [3913, 1.412089228630066], [5381, 1.445237636566162], [8558, 1.4464412927627563], [7402, 1.446780800819397], [7474, 1.450362205505371], [8171, 1.4514985084533691], [871, 1.4521830081939697], [7963, 1.4524577856063843], [1587, 1.454638957977295]]"
2472,a man is about to have a wrestling match,2472,"[[1628, 1.4413652420043945]]","[[1628, 1.4413652420043945], [8641, 1.4501264095306396], [2472, 1.4519386291503906], [5702, 1.452362060546875], [8440, 1.458430290222168]]","[[1628, 1.4413652420043945], [8641, 1.4501264095306396], [2472, 1.4519386291503906], [5702, 1.452362060546875], [8440, 1.458430290222168], [972, 1.4610472917556763], [2212, 1.4615848064422607], [2041, 1.462947130203247], [9040, 1.4635871648788452], [8763, 1.4638252258300781]]","[[1628, 1.4413652420043945], [8641, 1.4501264095306396], [2472, 1.4519386291503906], [5702, 1.452362060546875], [8440, 1.458430290222168], [972, 1.4610472917556763], [2212, 1.4615848064422607], [2041, 1.462947130203247], [9040, 1.4635871648788452], [8763, 1.4638252258300781]]"
2498,a man interviews another well know man,2498,"[[5603, 1.4248299598693848]]","[[5603, 1.4248299598693848], [2498, 1.4312306642532349], [5307, 1.4324067831039429], [1321, 1.4334194660186768], [1333, 1.4356162548065186]]","[[5603, 1.4248299598693848], [2498, 1.4312306642532349], [5307, 1.4324067831039429], [1321, 1.4334194660186768], [1333, 1.4356162548065186], [7349, 1.4375766515731812], [2748, 1.4444115161895752], [8120, 1.4476361274719238], [8917, 1.449954867362976], [383, 1.4504649639129639]]","[[5603, 1.4248299598693848], [2498, 1.4312306642532349], [5307, 1.4324067831039429], [1321, 1.4334194660186768], [1333, 1.4356162548065186], [7349, 1.4375766515731812], [2748, 1.4444115161895752], [8120, 1.4476361274719238], [8917, 1.449954867362976], [383, 1.4504649639129639]]"
6608,a man interviewing people on the street,6608,"[[728, 1.442119836807251]]","[[728, 1.442119836807251], [970, 1.453194260597229], [988, 1.4625028371810913], [4830, 1.4679834842681885], [1341, 1.4766172170639038]]","[[728, 1.442119836807251], [970, 1.453194260597229], [988, 1.4625028371810913], [4830, 1.4679834842681885], [1341, 1.4766172170639038], [6702, 1.4769082069396973], [5097, 1.4864962100982666], [9444, 1.4873322248458862], [5893, 1.487491250038147], [2178, 1.4880454540252686]]","[[728, 1.442119836807251], [970, 1.453194260597229], [988, 1.4625028371810913], [4830, 1.4679834842681885], [1341, 1.4766172170639038], [6702, 1.4769082069396973], [5097, 1.4864962100982666], [9444, 1.4873322248458862], [5893, 1.487491250038147], [2178, 1.4880454540252686]]"
5169,a man in white shirt talking with a man in tshirt,5169,"[[7501, 1.3919893503189087]]","[[7501, 1.3919893503189087], [7469, 1.3953700065612793], [8828, 1.4117753505706787], [5351, 1.4414175748825073], [9885, 1.4425816535949707]]","[[7501, 1.3919893503189087], [7469, 1.3953700065612793], [8828, 1.4117753505706787], [5351, 1.4414175748825073], [9885, 1.4425816535949707], [2514, 1.4437813758850098], [1343, 1.4459095001220703], [5454, 1.45027756690979], [5545, 1.4548368453979492], [985, 1.458514928817749]]","[[7501, 1.3919893503189087], [7469, 1.3953700065612793], [8828, 1.4117753505706787], [5351, 1.4414175748825073], [9885, 1.4425816535949707], [2514, 1.4437813758850098], [1343, 1.4459095001220703], [5454, 1.45027756690979], [5545, 1.4548368453979492], [985, 1.458514928817749]]"
5576,a man in the audience is talking,5576,"[[5576, 1.39296293258667]]","[[5576, 1.39296293258667], [6292, 1.4310598373413086], [30, 1.4387364387512207], [3106, 1.445426106452942], [4140, 1.4488403797149658]]","[[5576, 1.39296293258667], [6292, 1.4310598373413086], [30, 1.4387364387512207], [3106, 1.445426106452942], [4140, 1.4488403797149658], [2090, 1.4496426582336426], [1566, 1.4497122764587402], [3272, 1.4534721374511719], [283, 1.4551005363464355], [2288, 1.4560871124267578]]","[[5576, 1.39296293258667], [6292, 1.4310598373413086], [30, 1.4387364387512207], [3106, 1.445426106452942], [4140, 1.4488403797149658], [2090, 1.4496426582336426], [1566, 1.4497122764587402], [3272, 1.4534721374511719], [283, 1.4551005363464355], [2288, 1.4560871124267578]]"
2156,a man in jeans and a black pullover sweater worn over a white collared shirt is weaving baskets and i believe he is outside,2156,"[[2156, 1.3165147304534912]]","[[2156, 1.3165147304534912], [8625, 1.4683692455291748], [8163, 1.4727178812026978], [5107, 1.484557867050171], [6523, 1.4861081838607788]]","[[2156, 1.3165147304534912], [8625, 1.4683692455291748], [8163, 1.4727178812026978], [5107, 1.484557867050171], [6523, 1.4861081838607788], [8572, 1.4862749576568604], [9767, 1.4863176345825195], [9527, 1.4964728355407715], [6214, 1.506218433380127], [7169, 1.5094475746154785]]","[[2156, 1.3165147304534912], [8625, 1.4683692455291748], [8163, 1.4727178812026978], [5107, 1.484557867050171], [6523, 1.4861081838607788], [8572, 1.4862749576568604], [9767, 1.4863176345825195], [9527, 1.4964728355407715], [6214, 1.506218433380127], [7169, 1.5094475746154785]]"
1227,a man in glasses plays guitar,1227,"[[868, 1.3810287714004517]]","[[868, 1.3810287714004517], [5073, 1.3823031187057495], [1227, 1.3887220621109009], [3950, 1.3933309316635132], [3898, 1.4011670351028442]]","[[868, 1.3810287714004517], [5073, 1.3823031187057495], [1227, 1.3887220621109009], [3950, 1.3933309316635132], [3898, 1.4011670351028442], [9165, 1.4035720825195312], [7104, 1.4227550029754639], [9162, 1.4249756336212158], [328, 1.4253756999969482], [4437, 1.4254186153411865]]","[[868, 1.3810287714004517], [5073, 1.3823031187057495], [1227, 1.3887220621109009], [3950, 1.3933309316635132], [3898, 1.4011670351028442], [9165, 1.4035720825195312], [7104, 1.4227550029754639], [9162, 1.4249756336212158], [328, 1.4253756999969482], [4437, 1.4254186153411865]]"
2280,a man in brown jacket talks to press,2280,"[[2857, 1.3773741722106934]]","[[2857, 1.3773741722106934], [5901, 1.4112886190414429], [2791, 1.4140783548355103], [1846, 1.4335477352142334], [549, 1.434895396232605]]","[[2857, 1.3773741722106934], [5901, 1.4112886190414429], [2791, 1.4140783548355103], [1846, 1.4335477352142334], [549, 1.434895396232605], [1927, 1.4356248378753662], [1321, 1.4392523765563965], [378, 1.447326898574829], [9478, 1.4546551704406738], [4869, 1.455322027206421]]","[[2857, 1.3773741722106934], [5901, 1.4112886190414429], [2791, 1.4140783548355103], [1846, 1.4335477352142334], [549, 1.434895396232605], [1927, 1.4356248378753662], [1321, 1.4392523765563965], [378, 1.447326898574829], [9478, 1.4546551704406738], [4869, 1.455322027206421]]"
505,a man interviews a woman in a room,505,"[[5700, 1.4203506708145142]]","[[5700, 1.4203506708145142], [2645, 1.4320783615112305], [6303, 1.4323439598083496], [5388, 1.443550944328308], [5318, 1.452113151550293]]","[[5700, 1.4203506708145142], [2645, 1.4320783615112305], [6303, 1.4323439598083496], [5388, 1.443550944328308], [5318, 1.452113151550293], [5865, 1.4530792236328125], [1330, 1.4588603973388672], [695, 1.4658851623535156], [7497, 1.467930555343628], [7947, 1.4708616733551025]]","[[5700, 1.4203506708145142], [2645, 1.4320783615112305], [6303, 1.4323439598083496], [5388, 1.443550944328308], [5318, 1.452113151550293], [5865, 1.4530792236328125], [1330, 1.4588603973388672], [695, 1.4658851623535156], [7497, 1.467930555343628], [7947, 1.4708616733551025]]"
1239,a man is talking about a biology concept,1239,"[[1712, 1.3876147270202637]]","[[1712, 1.3876147270202637], [9119, 1.3886862993240356], [8992, 1.3942983150482178], [2470, 1.401027798652649], [7251, 1.4302775859832764]]","[[1712, 1.3876147270202637], [9119, 1.3886862993240356], [8992, 1.3942983150482178], [2470, 1.401027798652649], [7251, 1.4302775859832764], [9249, 1.4351098537445068], [4626, 1.4383413791656494], [5280, 1.4447364807128906], [9281, 1.450321078300476], [7277, 1.4511845111846924]]","[[1712, 1.3876147270202637], [9119, 1.3886862993240356], [8992, 1.3942983150482178], [2470, 1.401027798652649], [7251, 1.4302775859832764], [9249, 1.4351098537445068], [4626, 1.4383413791656494], [5280, 1.4447364807128906], [9281, 1.450321078300476], [7277, 1.4511845111846924]]"
1445,a man is talking about a woman winning money,1445,"[[1445, 1.3814113140106201]]","[[1445, 1.3814113140106201], [6830, 1.4553556442260742], [1866, 1.4823849201202393], [2929, 1.4899818897247314], [3493, 1.4917006492614746]]","[[1445, 1.3814113140106201], [6830, 1.4553556442260742], [1866, 1.4823849201202393], [2929, 1.4899818897247314], [3493, 1.4917006492614746], [2645, 1.4928295612335205], [976, 1.4999969005584717], [6609, 1.500801920890808], [7675, 1.5031278133392334], [8600, 1.5036066770553589]]","[[1445, 1.3814113140106201], [6830, 1.4553556442260742], [1866, 1.4823849201202393], [2929, 1.4899818897247314], [3493, 1.4917006492614746], [2645, 1.4928295612335205], [976, 1.4999969005584717], [6609, 1.500801920890808], [7675, 1.5031278133392334], [8600, 1.5036066770553589]]"
3452,a pet skunk is walking around a house,3452,"[[3616, 1.3348753452301025]]","[[3616, 1.3348753452301025], [737, 1.3798997402191162], [3452, 1.4166580438613892], [8867, 1.444394826889038], [5698, 1.454049825668335]]","[[3616, 1.3348753452301025], [737, 1.3798997402191162], [3452, 1.4166580438613892], [8867, 1.444394826889038], [5698, 1.454049825668335], [3333, 1.4636166095733643], [2143, 1.4925880432128906], [6095, 1.4970626831054688], [2087, 1.5042812824249268], [6831, 1.505810022354126]]","[[3616, 1.3348753452301025], [737, 1.3798997402191162], [3452, 1.4166580438613892], [8867, 1.444394826889038], [5698, 1.454049825668335], [3333, 1.4636166095733643], [2143, 1.4925880432128906], [6095, 1.4970626831054688], [2087, 1.5042812824249268], [6831, 1.505810022354126]]"
535,a person talks about churros on a plate,535,"[[3234, 1.3512547016143799]]","[[3234, 1.3512547016143799], [9678, 1.395223617553711], [7955, 1.411952257156372], [6203, 1.437075138092041], [8198, 1.4417619705200195]]","[[3234, 1.3512547016143799], [9678, 1.395223617553711], [7955, 1.411952257156372], [6203, 1.437075138092041], [8198, 1.4417619705200195], [2304, 1.4516098499298096], [9168, 1.4590383768081665], [2287, 1.4629542827606201], [7973, 1.4686534404754639], [1097, 1.4734389781951904]]","[[3234, 1.3512547016143799], [9678, 1.395223617553711], [7955, 1.411952257156372], [6203, 1.437075138092041], [8198, 1.4417619705200195], [2304, 1.4516098499298096], [9168, 1.4590383768081665], [2287, 1.4629542827606201], [7973, 1.4686534404754639], [1097, 1.4734389781951904]]"
3170,a person slices potatoes into smaller pieces,3170,"[[9798, 1.348254680633545]]","[[9798, 1.348254680633545], [3360, 1.4013292789459229], [6014, 1.403957486152649], [3170, 1.407222867012024], [7966, 1.4224269390106201]]","[[9798, 1.348254680633545], [3360, 1.4013292789459229], [6014, 1.403957486152649], [3170, 1.407222867012024], [7966, 1.4224269390106201], [7886, 1.4253113269805908], [3003, 1.4312608242034912], [7777, 1.4413020610809326], [5102, 1.4428935050964355], [8576, 1.452275037765503]]","[[9798, 1.348254680633545], [3360, 1.4013292789459229], [6014, 1.403957486152649], [3170, 1.407222867012024], [7966, 1.4224269390106201], [7886, 1.4253113269805908], [3003, 1.4312608242034912], [7777, 1.4413020610809326], [5102, 1.4428935050964355], [8576, 1.452275037765503]]"
